timestamp,Accx,Accy,Accz
27920,0.011,0.138,0.953
27960,0.017,0.056,0.754
28000,0.043,0.005,0.667
28040,0.053,-0.006,0.684
28080,0.092,-0.076,0.648
28120,0.087,-0.112,0.698
28160,0.104,-0.085,0.849
28200,0.099,-0.145,0.929
28240,0.071,-0.172,1.065
28280,0.064,-0.139,1.218
28320,0.025,-0.225,1.249
28360,0.051,-0.194,1.308
28400,0.083,-0.174,1.307
28440,0.093,-0.176,1.273
28480,0.152,-0.09,1.248
28520,0.141,-0.055,1.145
28560,0,0.298,1.096
28600,-0.141,0.459,0.993
28640,-0.165,0.436,0.849
28680,0.013,0.283,0.933
28720,0.319,0.187,1.071
28760,0.124,0.068,1.105
28800,0.053,0.125,1.023
28840,0.022,0.004,0.913
28880,0.068,0.026,0.942
28920,0.087,0.003,1.055
28960,0.164,0.114,1.177
29000,0.123,0.274,1.281
29040,0.064,0.184,1.323
29080,0.203,0.451,1.562
29120,-0.021,0.123,1.287
29160,-0.285,0.13,1.191
29200,-0.336,0.032,1.031
29240,-0.214,-0.154,0.927
29280,-0.238,-0.126,0.928
29320,-0.287,-0.122,0.929
29360,-0.325,-0.229,0.746
29400,-0.248,-0.155,0.745
29440,-0.29,-0.243,0.706
29480,-0.189,-0.238,0.73
29520,-0.066,-0.222,0.833
29560,0.031,-0.359,0.816
29600,-0.002,-0.325,0.812
29640,-0.018,-0.333,0.823
29680,-0.114,-0.278,0.78
29720,-0.203,-0.135,0.795
29760,-0.229,-0.087,0.745
29800,-0.337,0.135,0.758
29840,-0.31,0.179,0.738
29880,-0.277,0.231,0.679
29920,-0.298,0.289,0.667
29960,-0.265,0.179,0.628
30000,-0.228,0.065,0.731
30040,-0.276,0.152,0.839
30080,-0.311,0.092,1.11
30120,-0.177,0.249,1.357
30160,-0.153,0.29,1.511
30200,-0.127,0.314,1.571
30240,-0.063,0.147,1.361
30280,-0.036,0.047,1.206
30320,0.067,0.003,1.006
30360,0.177,-0.078,0.826
30400,0.107,-0.146,0.775
30440,0.114,-0.123,0.847
30480,0.204,-0.165,0.769
30520,0.173,-0.104,0.683
30560,0.037,-0.106,0.732
30600,0.081,-0.179,0.752
30640,0.114,-0.124,0.935
30680,-0.015,-0.097,1.053
30720,0.003,-0.265,1.175
30760,0.141,-0.286,1.343
30800,0.196,-0.25,1.362
30840,0.185,-0.24,1.25
30880,0.126,-0.059,1.019
30920,-0.017,0.212,0.909
30960,-0.052,0.477,1.04
31000,0.069,0.484,1.271
31040,0.243,0.269,1.087
31080,0.18,0.149,1.084
31120,0.17,0.033,0.942
31160,0.158,0.023,0.879
31200,0.134,0.026,0.867
31240,0.13,0.077,1.029
31280,0.217,0.147,1.18
31320,0.247,0.297,1.381
31360,0.157,0.312,1.526
31400,0.002,0.177,1.457
31440,-0.152,-0.032,1.363
31480,-0.184,-0.008,1.281
31520,-0.141,-0.113,1.115
31560,-0.102,-0.171,0.981
31600,-0.136,-0.108,0.994
31640,-0.088,-0.159,0.838
31680,-0.214,-0.158,0.729
31720,-0.211,-0.156,0.647
31760,-0.196,-0.235,0.562
31800,-0.178,-0.122,0.621
31840,-0.142,-0.256,0.636
31880,0.009,-0.368,0.776
31920,0.097,-0.317,0.993
31960,-0.007,-0.214,1.041
32000,-0.081,-0.048,0.922
32040,-0.185,0.084,0.868
32080,-0.22,0.242,0.805
32120,-0.256,0.42,0.756
32160,-0.17,0.342,0.659
32200,-0.199,0.25,0.615
32240,-0.143,0.067,0.522
32280,-0.236,0.065,0.653
32320,-0.244,0.078,0.743
32360,-0.16,-0.112,0.793
32400,-0.187,-0.005,1.121
32440,-0.185,0.107,1.276
32480,-0.185,0.309,1.527
32520,-0.088,0.4,1.613
32560,-0.085,0.333,1.605
32600,-0.017,0.221,1.3
32640,0.019,0.189,1.07
32680,0.039,0.076,0.844
32720,0.027,0.035,0.764
32760,0.058,-0.016,0.656
32800,0.041,-0.03,0.688
32840,0.093,-0.076,0.68
32880,0.108,-0.119,0.736
32920,0.132,-0.097,0.897
32960,0.114,-0.174,0.955
33000,0.121,-0.132,1.084
33040,0.106,-0.148,1.232
33080,0.159,-0.236,1.249
33120,0.159,-0.125,1.334
33160,0.212,-0.128,1.287
33200,0.232,-0.123,1.238
33240,0.224,-0.006,1.215
33280,0.173,0.107,1.04
33320,0.08,0.259,0.975
33360,0.075,0.521,0.86
33400,0.042,0.433,0.893
33440,0.249,0.268,1.07
33480,0.268,0.132,1.049
33520,0.171,0.098,0.978
33560,0.129,0.051,0.956
33600,0.171,0.056,0.992
33640,0.212,0.038,0.998
33680,0.22,0.042,1.017
33720,0.209,0.257,1.247
33760,0.248,0.438,1.382
33800,0.247,0.343,1.453
33840,0.113,0.236,1.323
33880,0.028,0.284,1.359
33920,-0.004,0.108,1.149
33960,-0.081,0.055,1.057
34000,-0.102,0.008,0.905
34040,-0.21,0.002,0.858
34080,-0.237,-0.019,0.808
34120,-0.27,-0.098,0.68
34160,-0.251,-0.113,0.676
34200,-0.284,-0.13,0.617
34240,-0.238,-0.12,0.677
34280,-0.175,-0.201,0.774
34320,-0.07,-0.338,0.728
34360,-0.021,-0.363,0.772
34400,-0.051,-0.409,0.894
34440,-0.091,-0.377,0.915
34480,-0.173,-0.178,0.929
34520,-0.243,0.021,0.915
